编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,喵叔中的糕富帅,14172374,账号已注销,439421752,回复 @你都sup下sup下 :别买标准版，很多功能都阉割了，就没有up测评过15，全是15pro,2023-09-20 04:56,11
0,二级评论,喵叔中的糕富帅,14172374,多巴胺__Dopamine,397079931,回复 @洛明龙 :6,2023-09-20 04:57,1
0,二级评论,喵叔中的糕富帅,14172374,阿剋仔,5081084,回复 @秋可落 :这就很神奇了。图书馆这些地方应该会有室分的。,2023-09-20 05:25,1
0,二级评论,喵叔中的糕富帅,14172374,阿剋仔,5081084,没有。还延期了跟高通的协议，说明自研基带出现了一点困难。,2023-09-20 06:34,10
0,二级评论,喵叔中的糕富帅,14172374,雪落围炉,243678824,回复 @Taro-pi :同理可证运存多少,2023-09-20 07:03,0
0,二级评论,喵叔中的糕富帅,14172374,奈克瑟斯本尊1,226855049,你用十年八年都一样,2023-09-20 07:39,0
0,二级评论,喵叔中的糕富帅,14172374,花火溅泪,87883767,回复 @toss50th :我已经被14p这个信号整疯了,2023-09-20 08:05,4
0,二级评论,喵叔中的糕富帅,14172374,南山南き,286678332,回复 @文太_ :你不坐高铁地铁吗,2023-09-20 08:23,12
0,二级评论,喵叔中的糕富帅,14172374,飞羽如火,1973975903,回复 @文太_ :高铁，两个小时打上，我只能睡觉,2023-09-20 08:31,11
0,二级评论,喵叔中的糕富帅,14172374,谷仓里有金子,456761279,回复 @文太_ :这就是传说中的自适应用户嘛总得去地铁高铁吧，开车总得去地下停车场然后坐电梯吧，出去玩和吃东西也会去商场吧，还有什么地下超市地下街地下过道,2023-09-20 08:32,52
0,二级评论,喵叔中的糕富帅,14172374,飞羽如火,1973975903,回复 @文太_ :哦，我用的十三，后来换的6000块的荣耀，还便宜一点，用了两年，到现在电梯里都能打游戏,2023-09-20 08:37,13
0,二级评论,喵叔中的糕富帅,14172374,夏季蝉鸣秋日暖风,21703854,你是故意的还是不小心,2023-09-20 08:49,2
0,二级评论,喵叔中的糕富帅,14172374,fjkdndjdjdjjdjd,346171500,回复 @文太_ :你不坐电梯不进地下室吗？,2023-09-20 08:57,8
0,二级评论,喵叔中的糕富帅,14172374,新约默示,2109260632,还是高通单模呗，反正正常使用除了在饭馆吃饭都还行,2023-09-20 08:59,0
0,二级评论,喵叔中的糕富帅,14172374,四月Aprril,1850574631,苹果这个信号是我14p连微信消息都接不到，我旁边的人在刷抖音的程度，真的离谱，尤其每次经过人多的科技园这边，深圳一线城市都这样，回老家更不敢想,2023-09-20 09:00,10
1,一级评论,up主,up主,纯小黑法师,20863872,库克:好小子，明年还找你来,2023-09-19 23:02,5096
1,二级评论,纯小黑法师,20863872,鬓如初,397221765,,2023-09-20 10:43,3
1,二级评论,纯小黑法师,20863872,未雨绸缪CheeSlayer,172862076,回复 @没有尼康z7ii不改名 :破案了,2023-09-20 18:10,107
1,二级评论,纯小黑法师,20863872,耗贷油,456817157,回复 @没有尼康z7ii不改名 :那肯定是啊,2023-09-20 18:53,40
1,二级评论,纯小黑法师,20863872,paj鸩语,34873100,回复 @正合奇胜cn :黄男可是版本底端啊，buff不行,2023-09-20 20:33,14
1,二级评论,纯小黑法师,20863872,星辰佚名,547911152,回复 @我爱狐狸精- :是挺像的，不想极客湾，这次骂的有点狠但也挺实在的，这次的性能提升几乎没有，功耗却大大增加了，续航又变差了,2023-09-20 22:15,56
1,二级评论,纯小黑法师,20863872,帅儿Jz,324104088,回复 @没有尼康z7ii不改名 : 看样子是捆绑了。。。哈哈哈哈哈  无趣,2023-09-20 23:03,19
1,二级评论,纯小黑法师,20863872,大渡河旅长,1602548640,回复 @没有尼康z7ii不改名 :饭香四溢,2023-09-21 07:49,8
1,二级评论,纯小黑法师,20863872,易梅东雀Eowyn,477432905,回复 @没有尼康z7ii不改名 :谢谢你蒙古人,2023-09-21 10:18,1
1,二级评论,纯小黑法师,20863872,纯小黑法师,20863872,回复 @盛夏剩下错失的必然 :话密了奥小孩子不该问的别问,2023-09-21 11:05,33
1,二级评论,纯小黑法师,20863872,豁牙小鸡蛋,238715199,回复 @没有尼康z7ii不改名 :所以层主用的“还”,2023-09-21 12:46,1
1,二级评论,纯小黑法师,20863872,鬓如初,397221765,,2023-09-20 10:43,3
1,二级评论,纯小黑法师,20863872,未雨绸缪CheeSlayer,172862076,回复 @没有尼康z7ii不改名 :破案了,2023-09-20 18:10,107
1,二级评论,纯小黑法师,20863872,耗贷油,456817157,回复 @没有尼康z7ii不改名 :那肯定是啊,2023-09-20 18:53,40
1,二级评论,纯小黑法师,20863872,paj鸩语,34873100,回复 @正合奇胜cn :黄男可是版本底端啊，buff不行,2023-09-20 20:33,14
1,二级评论,纯小黑法师,20863872,星辰佚名,547911152,回复 @我爱狐狸精- :是挺像的，不想极客湾，这次骂的有点狠但也挺实在的，这次的性能提升几乎没有，功耗却大大增加了，续航又变差了,2023-09-20 22:15,56
1,二级评论,纯小黑法师,20863872,帅儿Jz,324104088,回复 @没有尼康z7ii不改名 : 看样子是捆绑了。。。哈哈哈哈哈  无趣,2023-09-20 23:03,19
1,二级评论,纯小黑法师,20863872,大渡河旅长,1602548640,回复 @没有尼康z7ii不改名 :饭香四溢,2023-09-21 07:49,8
1,二级评论,纯小黑法师,20863872,易梅东雀Eowyn,477432905,回复 @没有尼康z7ii不改名 :谢谢你蒙古人,2023-09-21 10:18,1
1,二级评论,纯小黑法师,20863872,纯小黑法师,20863872,回复 @盛夏剩下错失的必然 :话密了奥小孩子不该问的别问,2023-09-21 11:05,33
1,二级评论,纯小黑法师,20863872,豁牙小鸡蛋,238715199,回复 @没有尼康z7ii不改名 :所以层主用的“还”,2023-09-21 12:46,1
1,二级评论,纯小黑法师,20863872,鬓如初,397221765,,2023-09-20 10:43,3
1,二级评论,纯小黑法师,20863872,未雨绸缪CheeSlayer,172862076,回复 @没有尼康z7ii不改名 :破案了,2023-09-20 18:10,107
1,二级评论,纯小黑法师,20863872,耗贷油,456817157,回复 @没有尼康z7ii不改名 :那肯定是啊,2023-09-20 18:53,40
1,二级评论,纯小黑法师,20863872,paj鸩语,34873100,回复 @正合奇胜cn :黄男可是版本底端啊，buff不行,2023-09-20 20:33,14
1,二级评论,纯小黑法师,20863872,星辰佚名,547911152,回复 @我爱狐狸精- :是挺像的，不想极客湾，这次骂的有点狠但也挺实在的，这次的性能提升几乎没有，功耗却大大增加了，续航又变差了,2023-09-20 22:15,56
1,二级评论,纯小黑法师,20863872,帅儿Jz,324104088,回复 @没有尼康z7ii不改名 : 看样子是捆绑了。。。哈哈哈哈哈  无趣,2023-09-20 23:03,19
1,二级评论,纯小黑法师,20863872,大渡河旅长,1602548640,回复 @没有尼康z7ii不改名 :饭香四溢,2023-09-21 07:49,8
1,二级评论,纯小黑法师,20863872,易梅东雀Eowyn,477432905,回复 @没有尼康z7ii不改名 :谢谢你蒙古人,2023-09-21 10:18,1
1,二级评论,纯小黑法师,20863872,纯小黑法师,20863872,回复 @盛夏剩下错失的必然 :话密了奥小孩子不该问的别问,2023-09-21 11:05,33
1,二级评论,纯小黑法师,20863872,豁牙小鸡蛋,238715199,回复 @没有尼康z7ii不改名 :所以层主用的“还”,2023-09-21 12:46,1
2,一级评论,up主,up主,贰_乔,37896574,改变啥的对今年刚想换一个苹果试试的人来说，反正都得适应，试试再说,2023-09-19 21:48,619
2,二级评论,贰_乔,37896574,丿丶柒七,31615091,没办法，只有这一种选择，用iPhone的还是用iPhone,2023-09-20 01:31,6
2,二级评论,贰_乔,37896574,8点可以起床,6455422,想试苹果还是得买promax机型,2023-09-20 04:16,12
2,二级评论,贰_乔,37896574,账号已注销,439421752,别买标准版，很多功能都阉割了，就没有up测评过15，全是15pro,2023-09-20 04:59,12
2,二级评论,贰_乔,37896574,贰_乔,37896574,回复 @开普勒的喵 :想着上pro,2023-09-20 06:30,0
2,二级评论,贰_乔,37896574,贰_乔,37896574,回复 @小施萌萌哒呀 :所以还在观望,2023-09-20 06:30,0
2,二级评论,贰_乔,37896574,贰_乔,37896574,回复 @8点可以起床 :嗯嗯，想着上个pro,2023-09-20 06:31,2
2,二级评论,贰_乔,37896574,Uroborous,317431598,回复 @贰_乔 :稍微等几个月吧一般来说第一个批次的货出问题的概率大些,2023-09-20 06:54,0
2,二级评论,贰_乔,37896574,风暴指挥官袏天泪子,23319297,回复 @开普勒的喵 : 视频解锁的批次问题，苹果官方允许的测评都是分批放出来的，首发肯定都是旗舰机。,2023-09-20 09:58,0
2,二级评论,贰_乔,37896574,风风ya9,515645329,回复 @丿丶柒七 :苹果这么傻瓜式还能不适应吗 试试三星?,2023-09-20 10:11,1
2,二级评论,贰_乔,37896574,冷心市民_,691909749,回复 @贰_乔 :建议上max，pro的续航真不行，而且我个人感觉max也不大，比大多大屏安卓机小一圈,2023-09-20 15:26,2
2,二级评论,贰_乔,37896574,丿丶柒七,31615091,没办法，只有这一种选择，用iPhone的还是用iPhone,2023-09-20 01:31,6
2,二级评论,贰_乔,37896574,8点可以起床,6455422,想试苹果还是得买promax机型,2023-09-20 04:16,12
2,二级评论,贰_乔,37896574,账号已注销,439421752,别买标准版，很多功能都阉割了，就没有up测评过15，全是15pro,2023-09-20 04:59,12
2,二级评论,贰_乔,37896574,贰_乔,37896574,回复 @开普勒的喵 :想着上pro,2023-09-20 06:30,0
2,二级评论,贰_乔,37896574,贰_乔,37896574,回复 @小施萌萌哒呀 :所以还在观望,2023-09-20 06:30,0
2,二级评论,贰_乔,37896574,贰_乔,37896574,回复 @8点可以起床 :嗯嗯，想着上个pro,2023-09-20 06:31,2
2,二级评论,贰_乔,37896574,Uroborous,317431598,回复 @贰_乔 :稍微等几个月吧一般来说第一个批次的货出问题的概率大些,2023-09-20 06:54,0
2,二级评论,贰_乔,37896574,风暴指挥官袏天泪子,23319297,回复 @开普勒的喵 : 视频解锁的批次问题，苹果官方允许的测评都是分批放出来的，首发肯定都是旗舰机。,2023-09-20 09:58,0
2,二级评论,贰_乔,37896574,风风ya9,515645329,回复 @丿丶柒七 :苹果这么傻瓜式还能不适应吗 试试三星?,2023-09-20 10:11,1
2,二级评论,贰_乔,37896574,冷心市民_,691909749,回复 @贰_乔 :建议上max，pro的续航真不行，而且我个人感觉max也不大，比大多大屏安卓机小一圈,2023-09-20 15:26,2
2,二级评论,贰_乔,37896574,丿丶柒七,31615091,没办法，只有这一种选择，用iPhone的还是用iPhone,2023-09-20 01:31,6
2,二级评论,贰_乔,37896574,8点可以起床,6455422,想试苹果还是得买promax机型,2023-09-20 04:16,12
2,二级评论,贰_乔,37896574,账号已注销,439421752,别买标准版，很多功能都阉割了，就没有up测评过15，全是15pro,2023-09-20 04:59,12
2,二级评论,贰_乔,37896574,贰_乔,37896574,回复 @开普勒的喵 :想着上pro,2023-09-20 06:30,0
2,二级评论,贰_乔,37896574,贰_乔,37896574,回复 @小施萌萌哒呀 :所以还在观望,2023-09-20 06:30,0
2,二级评论,贰_乔,37896574,贰_乔,37896574,回复 @8点可以起床 :嗯嗯，想着上个pro,2023-09-20 06:31,2
2,二级评论,贰_乔,37896574,Uroborous,317431598,回复 @贰_乔 :稍微等几个月吧一般来说第一个批次的货出问题的概率大些,2023-09-20 06:54,0
2,二级评论,贰_乔,37896574,风暴指挥官袏天泪子,23319297,回复 @开普勒的喵 : 视频解锁的批次问题，苹果官方允许的测评都是分批放出来的，首发肯定都是旗舰机。,2023-09-20 09:58,0
2,二级评论,贰_乔,37896574,风风ya9,515645329,回复 @丿丶柒七 :苹果这么傻瓜式还能不适应吗 试试三星?,2023-09-20 10:11,1
2,二级评论,贰_乔,37896574,冷心市民_,691909749,回复 @贰_乔 :建议上max，pro的续航真不行，而且我个人感觉max也不大，比大多大屏安卓机小一圈,2023-09-20 15:26,2
3,一级评论,up主,up主,龙猫不太肥,17303258,个人感觉苹果这次就是为了出新手机而出了一部新手机，亮点是有，但是用处不大，13和14依旧能用。,2023-09-19 21:35,12629
3,二级评论,龙猫不太肥,17303258,大魔导士比比,195524815,14相比13性能完全没变,2023-09-20 00:59,118
3,二级评论,龙猫不太肥,17303258,呆头鹅瓜,137108817,回复 @大魔导士比比 :像素不是升了咩,2023-09-20 01:33,5
3,二级评论,龙猫不太肥,17303258,MOOFAN,175702516,13最香,2023-09-20 01:41,220
3,二级评论,龙猫不太肥,17303258,拉普拉斯的小妖精,519969833,建议参考换C口，有意义吗？iPhone15Pro实机评测！ 这个视频，对于不同需求的人来说感受差别挺大的,2023-09-20 01:46,12
3,二级评论,龙猫不太肥,17303258,飞思卡尔,2409799,回复 @大魔导士比比 :13标准版4g内存，最后迭代生命周期会和11一样，14变6g后起码和14pro是一样的,2023-09-20 02:03,39
3,二级评论,龙猫不太肥,17303258,飞思卡尔,2409799,回复 @MOOFAN :13香指的是pro，不是标准版，13标准版4g内存我现在杀后台杀得我真的不想用了，太拉了，14的6g内存起码会和14pro一样的生命周期,2023-09-20 02:04,899
3,二级评论,龙猫不太肥,17303258,xuanposs,408045360,别说 13  12 都用的好好的,2023-09-20 02:05,56
3,二级评论,龙猫不太肥,17303258,letzhhz,71357627,iphone6s依旧能用,2023-09-20 02:58,115
3,二级评论,龙猫不太肥,17303258,想看日落的又一天,26315649,你这话说的，我xsmax也还能用呢……要不是我xs电量太小，我这14pm是真不会买11/12/13都没打动我，结果还是败于续航不想挂充电宝买了14。 结果没有3D touch 真的好难受苹果真的没有当初那么绝对和吸引人了,2023-09-20 03:40,196
3,二级评论,龙猫不太肥,17303258,限进,4773872,你这评论让我感觉你用了10年安卓机，去年刚换的🍎,2023-09-20 06:37,30
3,二级评论,龙猫不太肥,17303258,大魔导士比比,195524815,14相比13性能完全没变,2023-09-20 00:59,118
3,二级评论,龙猫不太肥,17303258,呆头鹅瓜,137108817,回复 @大魔导士比比 :像素不是升了咩,2023-09-20 01:33,5
3,二级评论,龙猫不太肥,17303258,MOOFAN,175702516,13最香,2023-09-20 01:41,220
3,二级评论,龙猫不太肥,17303258,拉普拉斯的小妖精,519969833,建议参考换C口，有意义吗？iPhone15Pro实机评测！ 这个视频，对于不同需求的人来说感受差别挺大的,2023-09-20 01:46,12
3,二级评论,龙猫不太肥,17303258,飞思卡尔,2409799,回复 @大魔导士比比 :13标准版4g内存，最后迭代生命周期会和11一样，14变6g后起码和14pro是一样的,2023-09-20 02:03,39
3,二级评论,龙猫不太肥,17303258,飞思卡尔,2409799,回复 @MOOFAN :13香指的是pro，不是标准版，13标准版4g内存我现在杀后台杀得我真的不想用了，太拉了，14的6g内存起码会和14pro一样的生命周期,2023-09-20 02:04,899
3,二级评论,龙猫不太肥,17303258,xuanposs,408045360,别说 13  12 都用的好好的,2023-09-20 02:05,56
3,二级评论,龙猫不太肥,17303258,letzhhz,71357627,iphone6s依旧能用,2023-09-20 02:58,115
3,二级评论,龙猫不太肥,17303258,想看日落的又一天,26315649,你这话说的，我xsmax也还能用呢……要不是我xs电量太小，我这14pm是真不会买11/12/13都没打动我，结果还是败于续航不想挂充电宝买了14。 结果没有3D touch 真的好难受苹果真的没有当初那么绝对和吸引人了,2023-09-20 03:40,196
3,二级评论,龙猫不太肥,17303258,限进,4773872,你这评论让我感觉你用了10年安卓机，去年刚换的🍎,2023-09-20 06:37,30
3,二级评论,龙猫不太肥,17303258,大魔导士比比,195524815,14相比13性能完全没变,2023-09-20 00:59,118
3,二级评论,龙猫不太肥,17303258,呆头鹅瓜,137108817,回复 @大魔导士比比 :像素不是升了咩,2023-09-20 01:33,5
3,二级评论,龙猫不太肥,17303258,MOOFAN,175702516,13最香,2023-09-20 01:41,220
3,二级评论,龙猫不太肥,17303258,拉普拉斯的小妖精,519969833,建议参考换C口，有意义吗？iPhone15Pro实机评测！ 这个视频，对于不同需求的人来说感受差别挺大的,2023-09-20 01:46,12
3,二级评论,龙猫不太肥,17303258,飞思卡尔,2409799,回复 @大魔导士比比 :13标准版4g内存，最后迭代生命周期会和11一样，14变6g后起码和14pro是一样的,2023-09-20 02:03,39
3,二级评论,龙猫不太肥,17303258,飞思卡尔,2409799,回复 @MOOFAN :13香指的是pro，不是标准版，13标准版4g内存我现在杀后台杀得我真的不想用了，太拉了，14的6g内存起码会和14pro一样的生命周期,2023-09-20 02:04,899
3,二级评论,龙猫不太肥,17303258,xuanposs,408045360,别说 13  12 都用的好好的,2023-09-20 02:05,56
3,二级评论,龙猫不太肥,17303258,letzhhz,71357627,iphone6s依旧能用,2023-09-20 02:58,115
3,二级评论,龙猫不太肥,17303258,想看日落的又一天,26315649,你这话说的，我xsmax也还能用呢……要不是我xs电量太小，我这14pm是真不会买11/12/13都没打动我，结果还是败于续航不想挂充电宝买了14。 结果没有3D touch 真的好难受苹果真的没有当初那么绝对和吸引人了,2023-09-20 03:40,196
3,二级评论,龙猫不太肥,17303258,限进,4773872,你这评论让我感觉你用了10年安卓机，去年刚换的🍎,2023-09-20 06:37,30
4,一级评论,up主,up主,swagerliu,453871928,手机的形态已经到了一个成熟且稳定的阶段,2023-09-19 23:23,9237
4,二级评论,swagerliu,453871928,柒个白゜,438517099,你的讲话情商是真高,2023-09-19 23:29,656
4,二级评论,swagerliu,453871928,度因源,10979521,回复 @丨柒个白丨 : 这不是片尾自适应环节吗,2023-09-20 01:55,256
4,二级评论,swagerliu,453871928,流樱く,21410510,下次只能等屏下了，现在不管苹果还是安卓，都没变化，不是挖孔就是刘海，摄像头还是那几个，苹果是不变，安卓是单纯改变布局本身还是那么多东西，期待下一次变革是一块完美的屏幕,2023-09-20 11:41,75
4,二级评论,swagerliu,453871928,wangyd0122,417040218,钱没白花,2023-09-22 16:05,7
4,二级评论,swagerliu,453871928,小范敬翔,1172534411,,2023-09-22 17:23,2
4,二级评论,swagerliu,453871928,-Slim-Shady-yyyy,3494349983713812,关键是瞎眼屏真的受不了！,2023-09-22 19:13,4
4,二级评论,swagerliu,453871928,金叵罗,8359570,但是金子内存不理解,2023-09-22 23:09,55
4,二级评论,swagerliu,453871928,太极三丰学武,1489447581,回复 @金叵罗 :我买14系列，256比128贵2000,2023-09-23 23:51,2
4,二级评论,swagerliu,453871928,BlueNoneLight,448661777,是iPhone的形态,2023-09-24 07:23,5
4,二级评论,swagerliu,453871928,扣币不来恩忒,1441753400,回复 @-Slim-Shady-yyyy :看不出来，根本看不出来。不知道为什么这么黑。而且你老家电灯接的电都是60hz的交流电，你看那电灯眼睛都不难受，480hz怎么就难受了,2023-09-24 09:09,5
4,二级评论,swagerliu,453871928,柒个白゜,438517099,你的讲话情商是真高,2023-09-19 23:29,656
4,二级评论,swagerliu,453871928,度因源,10979521,回复 @丨柒个白丨 : 这不是片尾自适应环节吗,2023-09-20 01:55,256
4,二级评论,swagerliu,453871928,流樱く,21410510,下次只能等屏下了，现在不管苹果还是安卓，都没变化，不是挖孔就是刘海，摄像头还是那几个，苹果是不变，安卓是单纯改变布局本身还是那么多东西，期待下一次变革是一块完美的屏幕,2023-09-20 11:41,75
4,二级评论,swagerliu,453871928,wangyd0122,417040218,钱没白花,2023-09-22 16:05,7
4,二级评论,swagerliu,453871928,小范敬翔,1172534411,,2023-09-22 17:23,2
4,二级评论,swagerliu,453871928,-Slim-Shady-yyyy,3494349983713812,关键是瞎眼屏真的受不了！,2023-09-22 19:13,4
4,二级评论,swagerliu,453871928,金叵罗,8359570,但是金子内存不理解,2023-09-22 23:09,55
4,二级评论,swagerliu,453871928,太极三丰学武,1489447581,回复 @金叵罗 :我买14系列，256比128贵2000,2023-09-23 23:51,2
4,二级评论,swagerliu,453871928,BlueNoneLight,448661777,是iPhone的形态,2023-09-24 07:23,5
4,二级评论,swagerliu,453871928,扣币不来恩忒,1441753400,回复 @-Slim-Shady-yyyy :看不出来，根本看不出来。不知道为什么这么黑。而且你老家电灯接的电都是60hz的交流电，你看那电灯眼睛都不难受，480hz怎么就难受了,2023-09-24 09:09,5
4,二级评论,swagerliu,453871928,柒个白゜,438517099,你的讲话情商是真高,2023-09-19 23:29,656
4,二级评论,swagerliu,453871928,度因源,10979521,回复 @丨柒个白丨 : 这不是片尾自适应环节吗,2023-09-20 01:55,256
4,二级评论,swagerliu,453871928,流樱く,21410510,下次只能等屏下了，现在不管苹果还是安卓，都没变化，不是挖孔就是刘海，摄像头还是那几个，苹果是不变，安卓是单纯改变布局本身还是那么多东西，期待下一次变革是一块完美的屏幕,2023-09-20 11:41,75
4,二级评论,swagerliu,453871928,wangyd0122,417040218,钱没白花,2023-09-22 16:05,7
4,二级评论,swagerliu,453871928,小范敬翔,1172534411,,2023-09-22 17:23,2
4,二级评论,swagerliu,453871928,-Slim-Shady-yyyy,3494349983713812,关键是瞎眼屏真的受不了！,2023-09-22 19:13,4
4,二级评论,swagerliu,453871928,金叵罗,8359570,但是金子内存不理解,2023-09-22 23:09,55
4,二级评论,swagerliu,453871928,太极三丰学武,1489447581,回复 @金叵罗 :我买14系列，256比128贵2000,2023-09-23 23:51,2
4,二级评论,swagerliu,453871928,BlueNoneLight,448661777,是iPhone的形态,2023-09-24 07:23,5
4,二级评论,swagerliu,453871928,扣币不来恩忒,1441753400,回复 @-Slim-Shady-yyyy :看不出来，根本看不出来。不知道为什么这么黑。而且你老家电灯接的电都是60hz的交流电，你看那电灯眼睛都不难受，480hz怎么就难受了,2023-09-24 09:09,5
5,一级评论,up主,up主,神明降临于傍晚丶,39225378,何同学之前居然一直用数字系列当主力机，60hz受得了吗,2023-09-19 21:44,7326
5,二级评论,神明降临于傍晚丶,39225378,GalleLU,344332140,自适应,2023-09-20 00:35,2065
5,二级评论,神明降临于傍晚丶,39225378,世间诸事,44031004,plus的60hz还真的还可以，比小号的看着流畅,2023-09-20 01:20,49
5,二级评论,神明降临于傍晚丶,39225378,丿丶柒七,31615091,小屏对高刷的感知并不明显，我iPad pro和MacBook pro 后面用回iPhone没区别，大屏60刷新肉眼可见的卡,2023-09-20 01:31,475
5,二级评论,神明降临于傍晚丶,39225378,就吃上海生煎,1675107026,回复 @世间诸事 :puls好像是65再不70看过油管有测的,2023-09-20 02:16,13
5,二级评论,神明降临于傍晚丶,39225378,地山鳴謙,349501542,回复 @丿丶柒七 :120和60很明显好吧 你甚至一上手就感觉的出来,2023-09-20 02:23,485
5,二级评论,神明降临于傍晚丶,39225378,未名湖的小鲤鱼,360743186,自适应,2023-09-20 02:32,508
5,二级评论,神明降临于傍晚丶,39225378,Chan大帅哥,38596254,回复 @地山鳴謙 :我可能眼睛不太灵敏，除了打游戏，其他的和我的ipad好像没什么区别,2023-09-20 02:46,46
5,二级评论,神明降临于傍晚丶,39225378,恰是风华正茂之时,383658720,回复 @世间诸事 :恰恰相反，屏幕越大，对于低帧率的感知越明显这也是为什么iPad在2017年就用120赫兹了,2023-09-20 03:04,130
5,二级评论,神明降临于傍晚丶,39225378,芜湖机场塔台工作人员,363619195,暴击哈哈哈,2023-09-20 03:37,30
5,二级评论,神明降临于傍晚丶,39225378,观若明火很烦狂炫可乐,7912110,我只能说用惯120在看60真的不能忍,2023-09-20 04:32,80
5,二级评论,神明降临于傍晚丶,39225378,GalleLU,344332140,自适应,2023-09-20 00:35,2065
5,二级评论,神明降临于傍晚丶,39225378,世间诸事,44031004,plus的60hz还真的还可以，比小号的看着流畅,2023-09-20 01:20,49
5,二级评论,神明降临于傍晚丶,39225378,丿丶柒七,31615091,小屏对高刷的感知并不明显，我iPad pro和MacBook pro 后面用回iPhone没区别，大屏60刷新肉眼可见的卡,2023-09-20 01:31,475
5,二级评论,神明降临于傍晚丶,39225378,就吃上海生煎,1675107026,回复 @世间诸事 :puls好像是65再不70看过油管有测的,2023-09-20 02:16,13
5,二级评论,神明降临于傍晚丶,39225378,地山鳴謙,349501542,回复 @丿丶柒七 :120和60很明显好吧 你甚至一上手就感觉的出来,2023-09-20 02:23,485
5,二级评论,神明降临于傍晚丶,39225378,未名湖的小鲤鱼,360743186,自适应,2023-09-20 02:32,508
5,二级评论,神明降临于傍晚丶,39225378,Chan大帅哥,38596254,回复 @地山鳴謙 :我可能眼睛不太灵敏，除了打游戏，其他的和我的ipad好像没什么区别,2023-09-20 02:46,46
5,二级评论,神明降临于傍晚丶,39225378,恰是风华正茂之时,383658720,回复 @世间诸事 :恰恰相反，屏幕越大，对于低帧率的感知越明显这也是为什么iPad在2017年就用120赫兹了,2023-09-20 03:04,130
5,二级评论,神明降临于傍晚丶,39225378,芜湖机场塔台工作人员,363619195,暴击哈哈哈,2023-09-20 03:37,30
5,二级评论,神明降临于傍晚丶,39225378,观若明火很烦狂炫可乐,7912110,我只能说用惯120在看60真的不能忍,2023-09-20 04:32,80
5,二级评论,神明降临于傍晚丶,39225378,GalleLU,344332140,自适应,2023-09-20 00:35,2065
5,二级评论,神明降临于傍晚丶,39225378,世间诸事,44031004,plus的60hz还真的还可以，比小号的看着流畅,2023-09-20 01:20,49
5,二级评论,神明降临于傍晚丶,39225378,丿丶柒七,31615091,小屏对高刷的感知并不明显，我iPad pro和MacBook pro 后面用回iPhone没区别，大屏60刷新肉眼可见的卡,2023-09-20 01:31,475
5,二级评论,神明降临于傍晚丶,39225378,就吃上海生煎,1675107026,回复 @世间诸事 :puls好像是65再不70看过油管有测的,2023-09-20 02:16,13
5,二级评论,神明降临于傍晚丶,39225378,地山鳴謙,349501542,回复 @丿丶柒七 :120和60很明显好吧 你甚至一上手就感觉的出来,2023-09-20 02:23,485
5,二级评论,神明降临于傍晚丶,39225378,未名湖的小鲤鱼,360743186,自适应,2023-09-20 02:32,508
