编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
0,二级评论,小白测评,8969156,老司机111112,504874768,中,2023-09-20 02:43,0
0,二级评论,小白测评,8969156,阔累那他,15231193,抽奖哈哈,2023-09-20 03:10,0
0,二级评论,小白测评,8969156,Dream-凡,473591618,小白，今天是我生日，希望陌生人可以祝福我同时，我要中一次奖，我真的非常想换华为mate60 pro！,2023-09-20 03:40,0
0,二级评论,小白测评,8969156,单曲循环一人一首,638866348,抽奖哇,2023-09-20 04:17,0
0,二级评论,小白测评,8969156,任天堂唯一神,433279116,不错的,2023-09-20 04:39,0
0,二级评论,小白测评,8969156,活着吧就这样,587054813,回复 @深渊的曙光 :pro全系都是中国产的,2023-09-20 05:53,0
0,二级评论,小白测评,8969156,把喜欢藏一藏,440167566,,2023-09-20 06:31,0
0,二级评论,小白测评,8969156,盼锦鲤,423514064,回复 @Super赛亚新 :中奖会私信你的,2023-09-20 06:37,0
0,二级评论,小白测评,8969156,镇早见,3493257159903906,想要，,2023-09-20 06:42,1
0,二级评论,小白测评,8969156,你的温桑,280198369,真抽吗，老铁,2023-09-20 06:56,0
0,二级评论,小白测评,8969156,小水星星,296735265,666,2023-09-20 07:03,0
0,二级评论,小白测评,8969156,你似流星般闪耀i,13817308,从未中奖 我感觉我这么多年参加一个寂寞 甚至我都不知道我参加的方式对不对。。。,2023-09-20 07:22,0
1,一级评论,up主,up主,彩墨绘丹青,550987118,发布时候我就说了，12代（含）以前的，升级这代15系列，体验肯定很明显提高，但13代和14代就没必要了。现在安卓是隔代升级，苹果这边大概率要3-4代升级一次。我大胆猜测，下代16出来的时候，13系也没必要换，等ip17肯定会有巨大提升。比如那个充电，我觉得到ip17时候恐怕要绷不住上真正快充。,2023-09-20 08:41,1812
1,二级评论,彩墨绘丹青,550987118,么你么你,14017573,17出来了也不要换，18出来了高刷和续航估计会有大提升，运存可能数字版8g，pro版12g，这才是真的钉子户,2023-09-20 09:18,61
1,二级评论,彩墨绘丹青,550987118,彩墨绘丹青,550987118,回复 @么你么你 :苹果手机不用考虑钉子户，每代只要你想用都是钉子户，现在用ip11的也不少，还能保证基本流畅。高刷和续航没啥提升的，无非是普通版上不上高刷。续航则完全受制于电池技术，电池不革命，续航怎么提升,2023-09-20 09:23,87
1,二级评论,彩墨绘丹青,550987118,丁真珍珠-smoke版,387462626,回复 @彩墨绘丹青 :我11，现在流畅的一批，除了电池，现在完全找不到换手机的理由,2023-09-20 09:35,35
1,二级评论,彩墨绘丹青,550987118,少熬夜9527,1772489424,回复 @么你么你 :爱疯 18 不是会有传送门适配的吗😶(´･_･`)？,2023-09-20 09:50,9
1,二级评论,彩墨绘丹青,550987118,芬克斯先生,1586473189,逢十一大庆，逢五一小庆，自然做足,2023-09-20 09:57,1
1,二级评论,彩墨绘丹青,550987118,迟一点再睡,422430714,回复 @彩墨绘丹青 :11pm 还能再用几年，实在是一点不卡,2023-09-20 10:07,3
1,二级评论,彩墨绘丹青,550987118,ooisky,10787647,13promax用户表示首发抢了15promax，13pm首发买的用两年了，也该换了,2023-09-20 10:58,2
1,二级评论,彩墨绘丹青,550987118,qiqichangchang,322219511,回复 @迟一点再睡 :卡是不卡，后台嘎嘎乱杀,2023-09-20 11:26,9
1,二级评论,彩墨绘丹青,550987118,给北北种花,35153669,回复 @老赖的爸爸 :我也是 而且我超爱这个屏幕的 玩手机不会眼睛痛 我看我妈妈的手机就是眼睛痛,2023-09-20 12:47,0
1,二级评论,彩墨绘丹青,550987118,彩墨绘丹青,550987118,回复 @老赖的爸爸 :续航，窄边框，拍照，都有极大提升。13/14算一代，11/12算一代，x/xr/xs算一代，6s/7/8算一代。这样隔代换机就可以了，提升都是大大的。,2023-09-20 14:53,8
1,二级评论,彩墨绘丹青,550987118,么你么你,14017573,17出来了也不要换，18出来了高刷和续航估计会有大提升，运存可能数字版8g，pro版12g，这才是真的钉子户,2023-09-20 09:18,61
1,二级评论,彩墨绘丹青,550987118,彩墨绘丹青,550987118,回复 @么你么你 :苹果手机不用考虑钉子户，每代只要你想用都是钉子户，现在用ip11的也不少，还能保证基本流畅。高刷和续航没啥提升的，无非是普通版上不上高刷。续航则完全受制于电池技术，电池不革命，续航怎么提升,2023-09-20 09:23,87
1,二级评论,彩墨绘丹青,550987118,丁真珍珠-smoke版,387462626,回复 @彩墨绘丹青 :我11，现在流畅的一批，除了电池，现在完全找不到换手机的理由,2023-09-20 09:35,35
1,二级评论,彩墨绘丹青,550987118,少熬夜9527,1772489424,回复 @么你么你 :爱疯 18 不是会有传送门适配的吗😶(´･_･`)？,2023-09-20 09:50,9
1,二级评论,彩墨绘丹青,550987118,芬克斯先生,1586473189,逢十一大庆，逢五一小庆，自然做足,2023-09-20 09:57,1
1,二级评论,彩墨绘丹青,550987118,迟一点再睡,422430714,回复 @彩墨绘丹青 :11pm 还能再用几年，实在是一点不卡,2023-09-20 10:07,3
1,二级评论,彩墨绘丹青,550987118,ooisky,10787647,13promax用户表示首发抢了15promax，13pm首发买的用两年了，也该换了,2023-09-20 10:58,2
1,二级评论,彩墨绘丹青,550987118,qiqichangchang,322219511,回复 @迟一点再睡 :卡是不卡，后台嘎嘎乱杀,2023-09-20 11:26,9
1,二级评论,彩墨绘丹青,550987118,给北北种花,35153669,回复 @老赖的爸爸 :我也是 而且我超爱这个屏幕的 玩手机不会眼睛痛 我看我妈妈的手机就是眼睛痛,2023-09-20 12:47,0
1,二级评论,彩墨绘丹青,550987118,彩墨绘丹青,550987118,回复 @老赖的爸爸 :续航，窄边框，拍照，都有极大提升。13/14算一代，11/12算一代，x/xr/xs算一代，6s/7/8算一代。这样隔代换机就可以了，提升都是大大的。,2023-09-20 14:53,8
1,二级评论,彩墨绘丹青,550987118,么你么你,14017573,17出来了也不要换，18出来了高刷和续航估计会有大提升，运存可能数字版8g，pro版12g，这才是真的钉子户,2023-09-20 09:18,61
1,二级评论,彩墨绘丹青,550987118,彩墨绘丹青,550987118,回复 @么你么你 :苹果手机不用考虑钉子户，每代只要你想用都是钉子户，现在用ip11的也不少，还能保证基本流畅。高刷和续航没啥提升的，无非是普通版上不上高刷。续航则完全受制于电池技术，电池不革命，续航怎么提升,2023-09-20 09:23,87
1,二级评论,彩墨绘丹青,550987118,丁真珍珠-smoke版,387462626,回复 @彩墨绘丹青 :我11，现在流畅的一批，除了电池，现在完全找不到换手机的理由,2023-09-20 09:35,35
1,二级评论,彩墨绘丹青,550987118,少熬夜9527,1772489424,回复 @么你么你 :爱疯 18 不是会有传送门适配的吗😶(´･_･`)？,2023-09-20 09:50,9
1,二级评论,彩墨绘丹青,550987118,芬克斯先生,1586473189,逢十一大庆，逢五一小庆，自然做足,2023-09-20 09:57,1
1,二级评论,彩墨绘丹青,550987118,迟一点再睡,422430714,回复 @彩墨绘丹青 :11pm 还能再用几年，实在是一点不卡,2023-09-20 10:07,3
1,二级评论,彩墨绘丹青,550987118,ooisky,10787647,13promax用户表示首发抢了15promax，13pm首发买的用两年了，也该换了,2023-09-20 10:58,2
1,二级评论,彩墨绘丹青,550987118,qiqichangchang,322219511,回复 @迟一点再睡 :卡是不卡，后台嘎嘎乱杀,2023-09-20 11:26,9
1,二级评论,彩墨绘丹青,550987118,给北北种花,35153669,回复 @老赖的爸爸 :我也是 而且我超爱这个屏幕的 玩手机不会眼睛痛 我看我妈妈的手机就是眼睛痛,2023-09-20 12:47,0
1,二级评论,彩墨绘丹青,550987118,彩墨绘丹青,550987118,回复 @老赖的爸爸 :续航，窄边框，拍照，都有极大提升。13/14算一代，11/12算一代，x/xr/xs算一代，6s/7/8算一代。这样隔代换机就可以了，提升都是大大的。,2023-09-20 14:53,8
2,一级评论,up主,up主,小万很懒,1691960004,总结:苹果赢在录像，但是除了视频创作者，普通人出门游玩是拍照多还是录像多呢？就算你是录像多你不做视频创作者你对录像需求真的有这么高吗？A17性能固然很厉害，但是在苹果上面发挥不出它的性能，如果你要谈日常那么我认为快的充电速度，持久的续航，不错的游戏体验我觉得才是普通人的刚需。,2023-09-20 11:33,825
2,二级评论,小万很懒,1691960004,BronnieZaychik,498828138,折叠屏散热懂得都懂,2023-09-20 09:11,13
2,二级评论,小万很懒,1691960004,吉光片羽哦,3461575704840840,买这手机的，有几个是打游戏的，最多玩玩斗地主麻将,2023-09-20 09:12,434
2,二级评论,小万很懒,1691960004,白玉仙人抚我顶,11481590,没散热，但不需要,2023-09-20 09:15,34
2,二级评论,小万很懒,1691960004,南宫木木-,343985485,回复 @吉光片羽哦 :你是懂老板的,2023-09-20 09:16,145
2,二级评论,小万很懒,1691960004,isforu,10200100,9000s打a13都费劲，应该不需要压散热,2023-09-20 09:17,8
2,二级评论,小万很懒,1691960004,你的小救星,410702268,有散热又能怎么样 真的烫 比888还烫,2023-09-20 09:24,5
2,二级评论,小万很懒,1691960004,玉衡永恒,189821816,我认为买这玩意的，大部分都是拿出来浏览文件的，看看股票的，应该一点问题都没有,2023-09-20 09:24,114
2,二级评论,小万很懒,1691960004,bili_2469228,2469228,折叠屏玩游戏靠展开散热，体验甚至会更好。因为玩游戏只要拿外屏那一面，不接触cpu背板那里，就感觉不到热。我感觉不到就是不热,2023-09-20 09:24,83
2,二级评论,小万很懒,1691960004,婆婆卖菜梗,359741432,回复 @吉光片羽哦 :最多砍砍传奇,2023-09-20 09:26,7
2,二级评论,小万很懒,1691960004,萧兮易淼寒,670522682,回复 @我好久没有批评过谁啦 :现在又更新了，12核心，温度爆降,2023-09-20 09:33,20
2,二级评论,小万很懒,1691960004,百合控不可能那么可爱,178611355,回复 @你的小救星 :有苹果烫吗 50度➕哦,2023-09-20 09:41,23
2,二级评论,小万很懒,1691960004,我喜欢大海和天空,438312610,回复 @吉光片羽哦 :确实,2023-09-20 09:46,0
2,二级评论,小万很懒,1691960004,是灯泡总会发光-,401766399,买这手机的，最大用处是饭局的时候拍在桌子上遥遥领先用的你要知道，中年人也是有鄙视链的,2023-09-20 10:05,38
2,二级评论,小万很懒,1691960004,魔王血小贱,320662639,回复 @吉光片羽哦 :不！要玩原神腻,2023-09-20 10:10,2
2,二级评论,小万很懒,1691960004,朕朕来了喔,93647458,买的基本都是老板，饭桌上装一下，平时打打麻将、斗地主，看看股票、ppt、文档，视频会议一下，就行了,2023-09-20 10:14,38
2,二级评论,小万很懒,1691960004,想跟艾卡姓艾,630860338,你笑X5游戏不行，手拿X5的老板安排属下让你加班,2023-09-20 10:16,60
2,二级评论,小万很懒,1691960004,mxptm,272265280,这楼里都是什么答非所问啊，问散热行不行你说目标用户不需要,2023-09-20 10:38,24
2,二级评论,小万很懒,1691960004,夏季蝉鸣秋日暖风,21703854,老板机，游戏估计也就是斗地主了,2023-09-20 10:41,6
2,二级评论,小万很懒,1691960004,坚持访问-,32086748,产品是讲究定位的，比如买轿跑的谁去看越野性能通过性能啊,2023-09-20 10:45,15
2,二级评论,小万很懒,1691960004,xiaoKuiKui,16934583,上周刚到货，星穹铁道玩的时候没有8+的小米12s PRO，有掉帧但是整体平均，没有烫起来暴跌的感觉，我认为体验是优于12spro的。但是不如WiFi空调下的iPhone13 PRO。,2023-09-20 10:54,6
2,二级评论,小万很懒,1691960004,你的小救星,410702268,回复 @百合控不可能那么可爱 :我不用苹果 也不玩手机游戏 但是苹果日常使用发热就还好啊 mate60这个处理器没办法 日常使用也会发热的,2023-09-20 10:54,0
2,二级评论,小万很懒,1691960004,平山海plus,442379234,三年风雨三年情，谁行谁用折叠屏,2023-09-20 10:56,3
2,二级评论,小万很懒,1691960004,小象变不胖,397785694,你不知道华为用户会自适应吗,2023-09-20 11:10,5
2,二级评论,小万很懒,1691960004,起名字太烦亻,1572010968,又不跑深度学习，一个麒麟9000s有啥压不住的。,2023-09-20 11:11,2
2,二级评论,小万很懒,1691960004,hunter8605,390920117,用过了嘛？我从荣耀magic4 pro转过来的，去年首发6499入手，mate60pro明显比magic4pro温度控制好。,2023-09-20 11:20,2
2,二级评论,小万很懒,1691960004,砥砺前行的种花兔,398384819,你觉得X5的用户会玩游戏吗,2023-09-20 11:20,0
2,二级评论,小万很懒,1691960004,水星金渐层,35175712,回复 @mxptm :其实言外之意就是散热指定不行,2023-09-20 12:13,3
2,二级评论,小万很懒,1691960004,依赖情谊的勇者,8708537,回复 @吉光片羽哦 :经典,2023-09-20 12:33,0
2,二级评论,小万很懒,1691960004,勃古通今斡旋家,83525010,有人试过可以参考下【华为mateX5精神分裂？鸿蒙系统还要继续优化才行啊！-哔哩哔哩】 华为mateX5精神分裂？鸿蒙系统还要继续优化才行啊！,2023-09-20 12:33,1
2,二级评论,小万很懒,1691960004,勃古通今斡旋家,83525010,回复 @吉光片羽哦 :有人试过可以参考下【华为mateX5精神分裂？鸿蒙系统还要继续优化才行啊！-哔哩哔哩】 华为mateX5精神分裂？鸿蒙系统还要继续优化才行啊！,2023-09-20 12:33,6
3,一级评论,up主,up主,黯然醉舞,2609669,想大佬们推荐一下安卓这边，但是现在毕业了感觉自己是买不起，用的是家里人剩的苹果，也不算是买不起，就是不知道会不会有人因为看着手机便宜而看不起用的人，社恐好怕出丑。自己是钢琴老师，不知道有没有家长会因为这个看人下菜。价格到7-8000预算都可以，其实之前有说忍一忍等双十一买个14pm。但是一搜发现说年底有8gem3的手机出来，看看需不需要等，说安卓手机现在打游戏也没啥问题了，而且续航还好。1.重度打游戏 老米狗了  现在还在玩原 星铁 明日方舟2.有个苹果ipad打些王者lolm刷视频用ipad 所以也是想的手机可不可以换个安卓用用。主要是想的出门在外，苹果12的电是不太行了，我就不理解刷个B站都能烫的不行就奇怪（嗯现在打几个字都已经能摸到发烫严重了）3. 续航 游戏 好像也就这些自己需要注意的点了。自己对安卓不太熟 就知道小米下半年会出新的手机了，不知道大家有没有什么建议，换成安卓的还是双十一忍一忍买14pm或者直接上15pro 谢谢大佬们建议，都会一条一条看的。,2023-09-27 09:42,208
3,二级评论,黯然醉舞,2609669,可爱魔力红,17396177,这个是真的生产力，很需要，家里那台matebook X实在是不太行，连ppt都卡,2023-09-20 10:36,39
3,二级评论,黯然醉舞,2609669,魂锁清灯忆长安,130892261,电脑系统可不好做啊，现在也不是刚需，不过嘛，遥遥领先,2023-09-20 10:36,11
3,二级评论,黯然醉舞,2609669,起名字太烦亻,1572010968,电脑系统直接魔改windows就行，就是怕微软不给。,2023-09-20 11:12,2
3,二级评论,黯然醉舞,2609669,孤鹜丶丨,94838487,“可以说已经领先苹果了”,2023-09-20 11:44,31
3,二级评论,黯然醉舞,2609669,撕衣绅士,13265475,回复 @孤鹜丶丨 :我用了十多年 iphone，越来越觉得华为手机日常使用场景完全超过苹果，系统流畅性也追上了让我很羡慕，如果只看硬件参数那都去买低端机好了,2023-09-20 12:18,29
3,二级评论,黯然醉舞,2609669,我wifi呢,162921597,回复 @孤鹜丶丨 :遥遥领先！我也说的出口,2023-09-20 12:27,13
3,二级评论,黯然醉舞,2609669,爱吃火锅的三金,166580895,回复 @起名字太烦亻 :windiws不开源，没这个可能,2023-09-20 12:58,1
3,二级评论,黯然醉舞,2609669,No1夜游神,407905554,微软系统改一改不就成了吗？,2023-09-20 13:17,1
3,二级评论,黯然醉舞,2609669,起名字太烦亻,1572010968,回复 @爱吃火锅的三金 :没有什么不可能，win7代码已经给政府了。,2023-09-20 13:45,1
3,二级评论,黯然醉舞,2609669,DT和jazzbule,370586183,期待归期待，但是系统这玩意属于是能做出来之后有没有厂商愿意去用又是另一回事了，无论技术有没有，都是难上加难啊，华为没必要做这种费力不讨好的事情，做win系统的生态圈就很好了,2023-09-20 14:12,4
3,二级评论,黯然醉舞,2609669,可爱魔力红,17396177,这个是真的生产力，很需要，家里那台matebook X实在是不太行，连ppt都卡,2023-09-20 10:36,39
3,二级评论,黯然醉舞,2609669,魂锁清灯忆长安,130892261,电脑系统可不好做啊，现在也不是刚需，不过嘛，遥遥领先,2023-09-20 10:36,11
3,二级评论,黯然醉舞,2609669,起名字太烦亻,1572010968,电脑系统直接魔改windows就行，就是怕微软不给。,2023-09-20 11:12,2
3,二级评论,黯然醉舞,2609669,孤鹜丶丨,94838487,“可以说已经领先苹果了”,2023-09-20 11:44,31
3,二级评论,黯然醉舞,2609669,撕衣绅士,13265475,回复 @孤鹜丶丨 :我用了十多年 iphone，越来越觉得华为手机日常使用场景完全超过苹果，系统流畅性也追上了让我很羡慕，如果只看硬件参数那都去买低端机好了,2023-09-20 12:18,29
3,二级评论,黯然醉舞,2609669,我wifi呢,162921597,回复 @孤鹜丶丨 :遥遥领先！我也说的出口,2023-09-20 12:27,13
3,二级评论,黯然醉舞,2609669,爱吃火锅的三金,166580895,回复 @起名字太烦亻 :windiws不开源，没这个可能,2023-09-20 12:58,1
3,二级评论,黯然醉舞,2609669,No1夜游神,407905554,微软系统改一改不就成了吗？,2023-09-20 13:17,1
3,二级评论,黯然醉舞,2609669,起名字太烦亻,1572010968,回复 @爱吃火锅的三金 :没有什么不可能，win7代码已经给政府了。,2023-09-20 13:45,1
3,二级评论,黯然醉舞,2609669,DT和jazzbule,370586183,期待归期待，但是系统这玩意属于是能做出来之后有没有厂商愿意去用又是另一回事了，无论技术有没有，都是难上加难啊，华为没必要做这种费力不讨好的事情，做win系统的生态圈就很好了,2023-09-20 14:12,4
3,二级评论,黯然醉舞,2609669,可爱魔力红,17396177,这个是真的生产力，很需要，家里那台matebook X实在是不太行，连ppt都卡,2023-09-20 10:36,39
3,二级评论,黯然醉舞,2609669,魂锁清灯忆长安,130892261,电脑系统可不好做啊，现在也不是刚需，不过嘛，遥遥领先,2023-09-20 10:36,11
3,二级评论,黯然醉舞,2609669,起名字太烦亻,1572010968,电脑系统直接魔改windows就行，就是怕微软不给。,2023-09-20 11:12,2
3,二级评论,黯然醉舞,2609669,孤鹜丶丨,94838487,“可以说已经领先苹果了”,2023-09-20 11:44,31
3,二级评论,黯然醉舞,2609669,撕衣绅士,13265475,回复 @孤鹜丶丨 :我用了十多年 iphone，越来越觉得华为手机日常使用场景完全超过苹果，系统流畅性也追上了让我很羡慕，如果只看硬件参数那都去买低端机好了,2023-09-20 12:18,29
3,二级评论,黯然醉舞,2609669,我wifi呢,162921597,回复 @孤鹜丶丨 :遥遥领先！我也说的出口,2023-09-20 12:27,13
3,二级评论,黯然醉舞,2609669,爱吃火锅的三金,166580895,回复 @起名字太烦亻 :windiws不开源，没这个可能,2023-09-20 12:58,1
3,二级评论,黯然醉舞,2609669,No1夜游神,407905554,微软系统改一改不就成了吗？,2023-09-20 13:17,1
3,二级评论,黯然醉舞,2609669,起名字太烦亻,1572010968,回复 @爱吃火锅的三金 :没有什么不可能，win7代码已经给政府了。,2023-09-20 13:45,1
3,二级评论,黯然醉舞,2609669,DT和jazzbule,370586183,期待归期待，但是系统这玩意属于是能做出来之后有没有厂商愿意去用又是另一回事了，无论技术有没有，都是难上加难啊，华为没必要做这种费力不讨好的事情，做win系统的生态圈就很好了,2023-09-20 14:12,4
4,一级评论,up主,up主,SubYeastract减法酵母,109132979,-我买了新手机-什么？-钛合金  辨识度高  1w块以上 设计语言传承 广告很有b格 8848钛金手机,2023-09-19 23:33,259
4,二级评论,SubYeastract减法酵母,109132979,甲基亚甲基邻二甲苯,11693575,摄像头那里边好像藏了啥东西我也强迫症的贼难受,2023-10-05 23:13,0
5,一级评论,up主,up主,芜湖丶开始起飞,19070547,苹果15全系列淘宝现在都能直接买了，mate60系列还需要抢，每天10.08分而且是秒空，抢都抢不到 感觉华为是懂得饥饿营销的。今非昔比时代变了，原来苹果是加价都抢不到。只能说华为的进步+苹果公司之前区别对待国内用户，导致了如今的局面，令人唏嘘。单从手机性价比来说，对于月薪5k左右的上班族来说，就机子性能来说，15promax肯定遥遥领先，那么为什么会出现，华为mate60系列蹲点抢也抢不到，而苹果系列随便进一个app就能直接下单的局面呢，我只能说华为作为国产自主研发的希望，获得很多国人无条件的支持。希望华为能对得起大家的期待越做越好吧。话说回来，买苹果肯定买15promax，这款最高配置的新款搭载了苹果所有的科技，可以说15promax是集大成的旗舰了。 15 15pro 都不够看.....,2023-10-09 08:26,240
6,一级评论,up主,up主,吾丶夜惊堂,600072350,当初用苹果的4s很惊艳，乔布斯还没死。后来因为在商城负一楼扫码付款没信号，收银员说华为手机就有信号，我后来就成了苹果华为双用户。拍视频玩游戏用苹果，通信办公长续航用华为。另外，华为的通话自动录音功能我很喜欢，苹果就没有。还有，华为没被美国制裁的时候，华为麒麟芯片发热小，而苹果手机烫手！,2023-09-25 17:04,47
6,二级评论,吾丶夜惊堂,600072350,清清子说的都对,354202993,你不会折反了吧,2023-09-25 23:30,12
6,二级评论,吾丶夜惊堂,600072350,文朝荣一,470779762,回复 @清清子说的都对 :看破不说破,2024-01-12 20:13,1
6,二级评论,吾丶夜惊堂,600072350,清清子说的都对,354202993,你不会折反了吧,2023-09-25 23:30,12
6,二级评论,吾丶夜惊堂,600072350,文朝荣一,470779762,回复 @清清子说的都对 :看破不说破,2024-01-12 20:13,1
6,二级评论,吾丶夜惊堂,600072350,清清子说的都对,354202993,你不会折反了吧,2023-09-25 23:30,12
6,二级评论,吾丶夜惊堂,600072350,文朝荣一,470779762,回复 @清清子说的都对 :看破不说破,2024-01-12 20:13,1
7,一级评论,up主,up主,前进的努力翻身,281041010,的确，苹果手机除了给大众用户，还要给专业的需要生产力工具的深度用户，这就是苹果和其他品牌手机厂家的最大区别。如果你的工作不是拍视频拍照片产生收入的，就不建议买pro max ，没必要。其他品牌手机目前还只能停留在 通讯娱乐工具。但能深度绑定用户形成强大生态圈的，是把手机打造成一台生产力工具。这方面，苹果真的遥遥领先。,2023-09-20 00:21,87
7,二级评论,前进的努力翻身,281041010,90A2如风,481778269,看配置和价格去选择VIVO，荣耀，小米吧，X5都是富哥的玩意儿，关键是真抢不到啊,2023-09-20 13:59,29
7,二级评论,前进的努力翻身,281041010,易拉罐66,85565605,可以看看荣耀的magic v2，可以平替x5,2023-09-20 20:12,6
7,二级评论,前进的努力翻身,281041010,你的存在我的等待,1565409435,买的到的情况肯定华为，关键爱不到看其它的吧，二级市场加价已经购买几台折叠小米了,2023-09-20 23:20,4
7,二级评论,前进的努力翻身,281041010,-摇曳碧云斜-,476800771,单轮论硬件，小米的强，但是体验不如这个。有钱上这个，还是选这个。,2023-09-22 20:51,1
7,二级评论,前进的努力翻身,281041010,-摇曳碧云斜-,476800771,MIUI的适配在这个面前，像是玩具浪费了硬件优势。,2023-09-22 20:52,0
7,二级评论,前进的努力翻身,281041010,IIIIIlIIIIlllll,895085,配置肯定小米，但x5有超线程，多任务体验应该独一档,2023-09-23 01:46,0
7,二级评论,前进的努力翻身,281041010,哔哩诺夫斯基,33054381,前段时间去店里看小米的折叠屏，连王者荣耀都没有适配,2023-09-27 09:31,0
7,二级评论,前进的努力翻身,281041010,困成__憨包,227584217,回复 @易拉罐66 :我就是v2，差距还是大，不过几个月用下来还是很舒服的，过段时间还是想换个x5看看区别,2023-10-17 15:58,0
7,二级评论,前进的努力翻身,281041010,易拉罐66,85565605,回复 @困成__憨包 :看价格，荣耀华为在同价位都是最能打的,2023-10-17 16:01,0
7,二级评论,前进的努力翻身,281041010,锡纸小蚕蛹,37757632,回复 @易拉罐66 :主要是抢不到，黄牛加价快2w一台了，这价格确实没有能打的,2023-10-19 07:26,1
7,二级评论,前进的努力翻身,281041010,90A2如风,481778269,看配置和价格去选择VIVO，荣耀，小米吧，X5都是富哥的玩意儿，关键是真抢不到啊,2023-09-20 13:59,29
7,二级评论,前进的努力翻身,281041010,易拉罐66,85565605,可以看看荣耀的magic v2，可以平替x5,2023-09-20 20:12,6
7,二级评论,前进的努力翻身,281041010,你的存在我的等待,1565409435,买的到的情况肯定华为，关键爱不到看其它的吧，二级市场加价已经购买几台折叠小米了,2023-09-20 23:20,4
7,二级评论,前进的努力翻身,281041010,-摇曳碧云斜-,476800771,单轮论硬件，小米的强，但是体验不如这个。有钱上这个，还是选这个。,2023-09-22 20:51,1
7,二级评论,前进的努力翻身,281041010,-摇曳碧云斜-,476800771,MIUI的适配在这个面前，像是玩具浪费了硬件优势。,2023-09-22 20:52,0
7,二级评论,前进的努力翻身,281041010,IIIIIlIIIIlllll,895085,配置肯定小米，但x5有超线程，多任务体验应该独一档,2023-09-23 01:46,0
7,二级评论,前进的努力翻身,281041010,哔哩诺夫斯基,33054381,前段时间去店里看小米的折叠屏，连王者荣耀都没有适配,2023-09-27 09:31,0
7,二级评论,前进的努力翻身,281041010,困成__憨包,227584217,回复 @易拉罐66 :我就是v2，差距还是大，不过几个月用下来还是很舒服的，过段时间还是想换个x5看看区别,2023-10-17 15:58,0
